UID        PID  PPID   LWP  C NLWP STIME TTY          TIME CMD
tj-ds     1743  1507  1748  0    3 17:00 ?        00:00:00 /usr/lib/policykit-1-gnome/polkit-gnome-authentication-agent-1
tj-ds     1745  1507  1745  0    5 17:00 ?        00:00:08 nemo -n
tj-ds     1745  1507  1777  0    5 17:00 ?        00:00:00 nemo -n
tj-ds     1745  1507  1778  0    5 17:00 ?        00:00:00 nemo -n
tj-ds     1745  1507  1782  0    5 17:00 ?        00:00:00 nemo -n
tj-ds     1745  1507  5003  0    5 17:32 ?        00:00:00 nemo -n
tj-ds     1746  1507  1746  0    4 17:00 ?        00:00:00 nm-applet
tj-ds     1746  1507  1779  0    4 17:00 ?        00:00:00 nm-applet
tj-ds     1746  1507  1780  0    4 17:00 ?        00:00:00 nm-applet
tj-ds     1746  1507  1783  0    4 17:00 ?        00:00:00 nm-applet
tj-ds     1749  1507  1749  0    4 17:00 ?        00:00:00 /usr/bin/python2 /usr/bin/cinnamon-killer-daemon
tj-ds     1749  1507  1769  0    4 17:00 ?        00:00:00 /usr/bin/python2 /usr/bin/cinnamon-killer-daemon
tj-ds     1749  1507  1770  0    4 17:00 ?        00:00:00 /usr/bin/python2 /usr/bin/cinnamon-killer-daemon
tj-ds     1749  1507  1771  0    4 17:00 ?        00:00:00 /usr/bin/python2 /usr/bin/cinnamon-killer-daemon
tj-ds     1755  1507  1755  0    1 17:00 ?        00:00:00 /usr/bin/python /usr/bin/blueberry-tray
tj-ds     1759  1755  1759  0    1 17:00 ?        00:00:00 sh -c /usr/lib/blueberry/blueberry-tray.py
tj-ds     1760  1759  1760  0    5 17:00 ?        00:00:00 python2 /usr/lib/blueberry/blueberry-tray.py
tj-ds     1760  1759  1764  0    5 17:00 ?        00:00:00 python2 /usr/lib/blueberry/blueberry-tray.py
tj-ds     1760  1759  1766  0    5 17:00 ?        00:00:00 python2 /usr/lib/blueberry/blueberry-tray.py
tj-ds     1760  1759  1767  0    5 17:00 ?        00:00:00 python2 /usr/lib/blueberry/blueberry-tray.py
tj-ds     1760  1759  1768  0    5 17:00 ?        00:00:00 python2 /usr/lib/blueberry/blueberry-tray.py
tj-ds     1765  1760  1765  0    1 17:00 ?        00:00:00 /usr/sbin/rfkill event
tj-ds     1786     1  1786  0    3 17:00 ?        00:00:00 /usr/lib/gvfs/gvfsd-metadata
tj-ds     1786     1  1787  0    3 17:00 ?        00:00:00 /usr/lib/gvfs/gvfsd-metadata
tj-ds     1786     1  1788  0    3 17:00 ?        00:00:00 /usr/lib/gvfs/gvfsd-metadata
tj-ds     1790     1  1790  0    3 17:00 ?        00:00:00 /usr/lib/gvfs/gvfsd-trash --spawner :1.7 /org/gtk/gvfs/exec_spaw/0
tj-ds     1790     1  1791  0    3 17:00 ?        00:00:00 /usr/lib/gvfs/gvfsd-trash --spawner :1.7 /org/gtk/gvfs/exec_spaw/0
tj-ds     1790     1  1792  0    3 17:00 ?        00:00:00 /usr/lib/gvfs/gvfsd-trash --spawner :1.7 /org/gtk/gvfs/exec_spaw/0
tj-ds     1868  1507  1868  0    4 17:01 ?        00:00:00 cinnamon-screensaver
tj-ds     1868  1507  1870  0    4 17:01 ?        00:00:00 cinnamon-screensaver
tj-ds     1868  1507  1871  0    4 17:01 ?        00:00:00 cinnamon-screensaver
tj-ds     1868  1507  1872  0    4 17:01 ?        00:00:00 cinnamon-screensaver
tj-ds     1869  1507  1869  0    1 17:01 ?        00:00:00 /usr/bin/python3 /usr/bin/mintupdate-launcher
tj-ds     1875  1869  1875  0    1 17:01 ?        00:00:00 sh -c /usr/lib/linuxmint/mintUpdate/mintUpdate.py
tj-ds     1876  1875  1876  0    5 17:01 ?        00:00:00 /usr/bin/python3 /usr/lib/linuxmint/mintUpdate/mintUpdate.py
tj-ds     1876  1875  1889  0    5 17:01 ?        00:00:00 /usr/bin/python3 /usr/lib/linuxmint/mintUpdate/mintUpdate.py
tj-ds     1876  1875  1890  0    5 17:01 ?        00:00:00 /usr/bin/python3 /usr/lib/linuxmint/mintUpdate/mintUpdate.py
tj-ds     1876  1875  1891  0    5 17:01 ?        00:00:00 /usr/bin/python3 /usr/lib/linuxmint/mintUpdate/mintUpdate.py
tj-ds     1876  1875  1896  0    5 17:01 ?        00:00:00 /usr/bin/python3 /usr/lib/linuxmint/mintUpdate/mintUpdate.py
tj-ds     1901  1507  1901  0    2 17:01 ?        00:00:00 /usr/bin/python3 /usr/share/system-config-printer/applet.py
tj-ds     1901  1507  1903  0    2 17:01 ?        00:00:00 /usr/bin/python3 /usr/share/system-config-printer/applet.py
root      2063     1  2063  0    1 17:04 ?        00:00:00 dbus-launch --autolaunch=2a5d5f96ef9147c0b35535562b32d0ff --binary-syntax --close-stderr
root      2064     1  2064  0    1 17:04 ?        00:00:00 /usr/bin/dbus-daemon --fork --print-pid 5 --print-address 7 --session
root      2068     1  2068  0    3 17:04 ?        00:00:00 /usr/lib/dconf/dconf-service
root      2068     1  2069  0    3 17:04 ?        00:00:00 /usr/lib/dconf/dconf-service
root      2068     1  2070  0    3 17:04 ?        00:00:00 /usr/lib/dconf/dconf-service
root      2157   831  2157  0    1 17:05 ?        00:00:00 /sbin/dhclient -d -q -sf /usr/lib/NetworkManager/nm-dhcp-helper -pf /var/run/dhclient-wlp6s0.pid -lf /var/lib/NetworkManager/dhclient-4196b797-17de-4ab3-8f18-81925045caa7-wlp6s0.lease -cf /var/lib/NetworkManager/dhclient-wlp6s0.conf wlp6s0
root      2351     2  2351  0    1 17:07 ?        00:00:00 [kworker/u8:1]
tj-ds     2408     1  2408  0    4 17:09 ?        00:00:02 /usr/lib/gnome-terminal/gnome-terminal-server
tj-ds     2408     1  2409  0    4 17:09 ?        00:00:00 /usr/lib/gnome-terminal/gnome-terminal-server
tj-ds     2408     1  2410  0    4 17:09 ?        00:00:00 /usr/lib/gnome-terminal/gnome-terminal-server
tj-ds     2408     1  2411  0    4 17:09 ?        00:00:00 /usr/lib/gnome-terminal/gnome-terminal-server
tj-ds     2412  2408  2412  0    1 17:09 pts/1    00:00:00 bash
root      2488     2  2488  0    1 17:12 ?        00:00:00 [kworker/0:0]
root      2489     2  2489  0    1 17:12 ?        00:00:00 [kworker/u8:2]
root      2529     2  2529  0    1 17:14 ?        00:00:00 [kworker/3:1]
root      2567     2  2567  0    1 17:16 ?        00:00:00 [scsi_eh_4]
root      2568     2  2568  0    1 17:16 ?        00:00:00 [scsi_tmf_4]
root      2569     2  2569  0    1 17:16 ?        00:00:00 [usb-storage]
root      2573     2  2573  0    1 17:16 ?        00:00:00 [bioset]
tj-ds     2667  2408  2667  0    1 17:18 pts/2    00:00:00 bash
root      2686  2667  2686  0    1 17:18 pts/2    00:00:00 su
root      2694  2686  2694  0    1 17:18 pts/2    00:00:00 bash
root      2723     2  2723  0    1 17:18 ?        00:00:00 [kworker/u8:3]
root      2766     2  2766  0    1 17:20 ?        00:00:00 [kworker/2:2]
root      2801     2  2801  0    1 17:21 ?        00:00:00 [kworker/1:0]
root      3807     2  3807  0    1 17:22 ?        00:00:00 [kworker/3:2]
tj-ds     3829  2408  3829  0    1 17:22 pts/0    00:00:00 bash
tj-ds     4490     1  4490  0    4 17:24 ?        00:00:03 xed /media/tj-ds/00BB-4605/E13058Project01/part1/Makefile
tj-ds     4490     1  4492  0    4 17:24 ?        00:00:00 xed /media/tj-ds/00BB-4605/E13058Project01/part1/Makefile
tj-ds     4490     1  4493  0    4 17:24 ?        00:00:00 xed /media/tj-ds/00BB-4605/E13058Project01/part1/Makefile
tj-ds     4490     1  4494  0    4 17:24 ?        00:00:00 xed /media/tj-ds/00BB-4605/E13058Project01/part1/Makefile
root      4855     2  4855  0    1 17:25 ?        00:00:00 [kworker/2:1]
root      4872     2  4872  0    1 17:26 ?        00:00:00 [kworker/1:1]
root      4879     2  4879  0    1 17:27 ?        00:00:00 [kworker/u8:0]
root      4932     2  4932  0    1 17:29 ?        00:00:00 [kworker/3:0]
root      4951     2  4951  0    1 17:30 ?        00:00:00 [kworker/2:0]
root      4979     2  4979  0    1 17:31 ?        00:00:00 [kworker/1:2]
root      4980     2  4980  0    1 17:31 ?        00:00:00 [kworker/1:3]
tj-ds     5002  3829  5002  0    1 17:32 pts/0    00:00:00 ps -eLf
